content,name,article
Ｇ１１＝０．０２０
Ｇ１２＝０．０１９
Ｇ１３＝０．０３４
Ｈ国庫の補助金を受けて施行した第三種空港の整備事業（奄美群島振興開発事業として行われるものを除く。）に係る経費に充てるため昭和５７年度から平成１０年度までの各年度において発行を許可された地方債（災害復旧事業債、公害防止事業債、昭和５７年度から昭和６１年度まで及び平成３年度から平成１０年度までの各年度において地方税の減収に伴い発行を許可された地方債、昭和５７年度及び昭和５９年度において財政健全化のため発行を許可された地方債、財源対策債、昭和６１年度、昭和６２年度及び平成４年度から平成１０年度までの各年度において発行を許可された補正予算債、地域財政特例対策債、臨時財政特例債、公共事業等臨時特例債、地方債計画に計上されない地方債並びに総務大臣の指定する充当の率を超える部分に係るものを除く。）の当該年度における元利償還金
Ｉｎ国庫の補助金を受けて施行した第三種空港の整備事業（奄美群島振興開発事業として行われるものを除く。）に係る経費に充てるため平成ｎ年度に発行を許可された地方債（災害復旧事業債、公害防止事業債、平成１１年度から平成１３年度までの各年度において地方税の減収に伴い発行を許可された地方債、財源対策債、平成１１年度補正予算債、地方債計画に計上されない地方債並びに総務大臣の指定する充当の率を超える部分に係るものを除く。）の額に相当する額
Ｊ１１＝０．０１９
Ｊ１２＝０．０１９
Ｊ１３＝０．０３３
算式Ⅴ
算式Ⅴの符号
Ａ測定単位の数値
Ｂ国庫の補助金を受けて施行した都市公園法第２条第１項に規定する都市公園又は都市公園等整備緊急措置法（昭和４７年法律第６７号）第２条第１項第３号に該当する公園の整備事業に係る経費に充てるため昭和６３年度から平成１０年度までの各年度において発行を許可された地方債（平成３年度から平成１０年度までの各年度において地方税の減収に伴い発行を許可された地方債、財源対策債、臨時財政特例債、公共事業等臨時特例債、地域財政特例対策債、地方債計画に計上されない地方債並びに総務大臣の指定する充当の率を超える部分に係るものを除く。）で総務大臣が調査したものの当該年度における元利償還金
Ｃｎ国庫の補助金を受けて施行した都市公園法第２条第１項に指定する都市公園又は都市公園等整備緊急措置法第２条第１項第３号に該当する公園の整備事業に係る経費に充てるため平成ｎ年度において発行を許可された地方債（平成１１年度から平成１５年度までの各年度において地方税の減収に伴い発行を許可された地方債、財源対策債、平成１１年度から平成１４年度までの各年度において発行を許可された補正予算債、地方債計画に計上されない地方債並びに総務大臣の指定する充当の率を超える部分に係るものを除く。）で総務大臣が調査した額
Ｄ１１＝０．０２１
Ｄ１２＝０．０２０
Ｄ１３＝０．０２０
Ｄ１４＝０．０１３
Ｄ１５＝０．０１３
算式Ⅵ
算式Ⅵの符号
Ａ測定単位の数値
Ｂ災害対策基本法（昭和３６年法律第２２３号）第４０条第１項の規定に基づく都道府県地域防災計画に掲上されている災害危険区域において災害の発生を防止し、又は災害の拡大を防止するために単独で実施する治山、小規模山地崩壊等の事業の経費に充てるため発行について同意又は許可を得た地方債（災害復旧事業債、昭和５３年度から昭和６１年度までの各年度及び平成３年度から平成２０年度までの各年度において地方税の減収に伴い発行を許可された地方債、昭和５３年度から昭和５７年度までの各年度及び昭和５９年度において財政健全化のため発行を許可された地方債、財源対策債、地域財政特例対策債、臨時財政特例債、公共事業等臨時特例債、当該年度の６月１日以降において借り入れた地方債並びに地方債計画に計上されない地方債を除く。）の当該年度における元利償還金
α算式Ⅵの符号中Ｂの額を第１７条第３項の規定によつて算定した当該地方団体の標準財政収入額で除して得た数（小数点以下３位未満の端数があるときは、その端数を四捨五入する。）に１０，０００を乗じて得た数（以下この号において「財政力係数」という。）に別表第三の十一（１）のＡに定める当該財政力係数の段階に応ずる率を乗じて得た数と同表のＢに定める当該財政力係数の段階に応ずる数値との合計数を当該財政力係数で除して得た数（小数点以下３位未満の端数があるときは、その端数を四捨五入し、当該財政力係数が１００以下のときは１．０００とする。）
算式Ⅶ
算式Ⅶの符号
Ａ測定単位の数値
Ｂ産炭地域開発就労事業、炭鉱離職者緊急就労対策事業、旧炭鉱離職者緊急就労対策事業従事者暫定就労事業、産炭地域開発就労事業従事者自立促進事業及び産炭地域開発就労事業従事者就労確保事業に係る経費に充てるため発行について同意又は許可を得た地方債（災害復旧事業債、公害防止事業債、昭和４６年度、昭和４７年度、昭和５０年度から昭和６１年度までの各年度及び平成３年度から平成１６年度までの各年度において地方税の減収に伴い発行を許可された地方債、昭和５０年度から昭和５７年度までの各年度及び昭和５９年度において財政健全化のため発行を許可された地方債、財源対策債、地域財政特例対策債並びに当該年度の６月１日以降において借り入れた地方債を除く。）の当該年度における元利償還金
